,Player,Pos_x,Age_x,Tm,G_x,GS,MP_x,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
138,Robert Covington,SF-PF,33,PHI,29,6,16.8,1.5,3.4,.439,0.7,1.9,.339,0.8,1.4,.571,.536,0.8,0.9,.846,1.1,2.3,3.3,0.8,1.3,0.6,0.4,1.9,4.4,2024,13.6,.580,.571,.265,6.9,15.3,11.0,6.3,3.9,3.4,9.1,10.7,0.6,0.8,1.4,.141,-1.1,3.2,2.1,0.5
695,Robert Williams,C,26,POR,6,0,19.8,2.8,4.3,.654,0.0,0.0,,2.8,4.3,.654,.654,1.2,1.5,.778,1.8,4.5,6.3,0.8,1.2,1.2,1.2,2.8,6.8,2024,17.2,.684,.000,.346,9.9,27.2,18.1,6.3,2.9,5.3,18.9,13.3,0.2,0.2,0.4,.142,-2.2,2.8,0.6,0.1
379,Robin Lopez,C,35,MIL,16,2,4.1,0.4,1.2,.368,0.1,0.5,.250,0.3,0.7,.455,.421,0.1,0.1,1.000,0.2,0.1,0.3,0.3,0.1,0.2,0.1,0.4,1.1,2024,6.6,.453,.421,.105,5.2,3.3,4.2,7.8,0.7,3.9,9.1,14.5,0.0,0.0,0.0,.008,-4.6,-1.4,-6.0,-0.1
261,Ron Harper Jr.,PF,23,TOR,1,0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2024,0.0,,,,0.0,0.0,0.0,28.5,0.0,0.0,,0.0,0.0,0.0,0.0,.090,-11.7,2.9,-8.8,0.0
484,Royce O'Neale,SF,30,PHO,71,12,24.8,2.7,6.9,.398,2.0,5.4,.373,0.7,1.5,.491,.544,0.3,0.4,.677,0.8,4.0,4.8,2.8,0.7,0.6,1.0,2.2,7.8,2024,11.1,.550,.782,.064,3.4,17.9,10.7,15.2,1.4,2.0,12.0,14.0,1.2,1.8,3.0,.083,-1.0,1.0,0.0,0.9
233,Rudy Gobert,C,31,MIN,67,67,34.0,5.3,8.0,.653,0.0,0.0,.000,5.3,8.0,.657,.653,3.2,5.0,.640,3.7,9.2,12.9,1.3,0.6,2.1,1.6,3.1,13.7,2024,18.9,.669,.006,.623,13.0,29.1,21.5,5.5,0.9,5.5,13.2,15.3,4.8,5.2,10.1,.212,0.0,1.7,1.7,2.1
254,Rui Hachimura,PF,25,LAL,60,31,26.3,5.2,9.7,.533,1.4,3.3,.424,3.8,6.4,.589,.605,1.4,2.0,.735,0.8,3.2,4.0,1.1,0.6,0.3,0.7,1.5,13.1,2024,14.4,.624,.341,.202,3.4,12.9,8.4,5.8,1.1,1.1,6.1,18.5,2.0,1.2,3.2,.098,-0.5,-1.0,-1.5,0.2
677,Russell Westbrook,PG,35,LAC,61,10,22.4,4.4,9.7,.449,0.6,2.3,.261,3.8,7.4,.508,.480,1.6,2.3,.678,1.4,3.6,5.0,4.4,1.1,0.3,2.0,1.7,10.9,2024,16.1,.508,.239,.241,7.4,17.5,12.7,28.7,2.4,1.4,15.7,25.0,0.2,1.6,1.8,.065,-0.2,0.5,0.3,0.8
19,Ryan Arcidiacono,PG,29,NYK,20,0,2.3,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,0.0,2024,-1.9,.000,1.000,.000,0.0,19.9,9.9,10.4,2.2,0.0,25.0,7.6,-0.1,0.1,-0.1,-0.085,-11.6,2.0,-9.6,-0.1
555,Ryan Rollins,PG,21,WAS,10,0,6.6,1.3,2.5,.520,0.2,0.3,.667,1.1,2.2,.500,.560,1.3,1.7,.765,0.2,0.9,1.1,1.1,0.8,0.3,0.7,0.7,4.1,2024,22.7,.631,.120,.680,3.2,15.0,8.9,24.0,5.7,3.7,17.7,25.2,0.1,0.1,0.2,.146,0.5,4.5,5.0,0.1
359,Saben Lee,PG,24,PHO,21,0,8.5,0.9,2.5,.340,0.1,0.8,.125,0.8,1.8,.432,.358,1.4,1.9,.744,0.4,1.0,1.5,1.4,0.3,0.1,0.4,0.6,3.2,2024,13.3,.477,.302,.736,6.1,13.2,9.8,21.5,1.9,1.5,10.2,19.0,0.1,0.2,0.3,.089,-2.2,0.6,-1.6,0.0
61,Saddiq Bey,SF,24,ATL,63,51,32.7,4.6,11.1,.416,1.8,5.7,.316,2.8,5.4,.522,.497,2.7,3.2,.837,2.7,3.9,6.5,1.5,0.8,0.2,0.9,1.4,13.7,2024,13.1,.549,.514,.291,8.5,13.4,10.8,5.9,1.2,0.5,6.4,16.9,2.8,0.7,3.5,.082,0.2,-2.0,-1.8,0.1
269,Sam Hauser,SF,26,BOS,70,10,21.5,3.0,6.5,.460,2.4,5.6,.434,0.6,0.9,.619,.647,0.2,0.2,.882,0.6,2.9,3.4,0.9,0.5,0.3,0.4,1.3,8.7,2024,13.1,.652,.862,.037,2.9,13.8,8.6,5.7,1.1,1.3,6.1,14.3,2.5,1.8,4.3,.139,1.5,0.2,1.6,1.4
422,Sam Merrill,SG,27,CLE,56,1,17.8,2.7,6.6,.410,2.4,5.9,.410,0.3,0.6,.417,.595,0.4,0.5,.923,0.4,1.7,2.0,1.8,0.3,0.1,0.3,1.2,8.3,2024,13.6,.609,.902,.071,2.4,10.2,6.4,14.1,0.9,0.4,4.5,17.6,1.9,1.0,2.8,.136,1.7,-0.6,1.1,0.8
389,Sandro Mamukelashvili,C,24,SAS,38,0,6.4,1.0,2.2,.470,0.2,1.0,.243,0.8,1.2,.652,.524,0.3,0.4,.706,0.7,1.1,1.8,0.8,0.2,0.2,0.2,0.6,2.6,2024,16.2,.547,.446,.205,11.5,19.0,15.2,18.6,1.2,2.8,9.0,17.3,0.4,0.2,0.6,.118,0.1,-0.2,-0.2,0.1
7,Santi Aldama,PF,23,MEM,60,34,26.6,4.1,9.4,.435,1.8,5.0,.351,2.3,4.4,.532,.529,0.9,1.5,.621,1.2,4.6,5.8,2.3,0.7,0.9,1.2,1.5,10.9,2024,13.1,.540,.535,.154,4.8,19.8,12.0,13.4,1.3,3.0,10.3,18.1,0.3,2.0,2.3,.069,-0.7,0.4,-0.2,0.7
649,Sasha Vezenkov,PF,28,SAC,35,0,12.6,2.1,4.7,.448,1.1,2.9,.380,1.0,1.9,.554,.564,0.3,0.4,.769,0.9,1.6,2.5,0.4,0.5,0.2,0.3,1.0,5.6,2024,13.7,.574,.606,.079,7.5,14.6,11.0,4.7,1.8,1.4,6.1,17.6,0.4,0.4,0.9,.096,0.0,-1.1,-1.1,0.1
276,Scoot Henderson,PG,19,POR,55,25,27.5,4.7,12.3,.380,1.2,4.0,.305,3.5,8.3,.416,.429,2.7,3.3,.821,0.8,2.3,3.1,4.9,0.7,0.2,3.2,3.1,13.3,2024,9.0,.483,.325,.272,3.3,9.8,6.4,27.5,1.3,0.7,18.8,26.3,-2.4,0.7,-1.7,-0.053,-4.1,-2.4,-6.5,-1.7
38,Scottie Barnes,SG,22,TOR,60,60,34.9,7.5,15.7,.475,1.7,4.9,.341,5.8,10.8,.536,.528,3.3,4.2,.781,2.4,5.9,8.2,6.1,1.3,1.5,2.8,2.0,19.9,2024,19.5,.566,.314,.266,7.2,19.0,13.0,26.1,1.7,3.7,13.6,24.9,2.3,2.1,4.4,.101,2.8,0.9,3.7,3.0
509,Scotty Pippen Jr.,PG,23,MEM,12,7,23.7,3.9,7.8,.500,1.7,3.1,.541,2.3,4.8,.474,.606,2.1,3.1,.676,0.9,2.3,3.2,4.5,1.3,0.5,2.3,2.7,11.6,2024,16.5,.630,.394,.394,4.1,10.8,7.3,30.3,2.8,2.0,20.2,20.9,0.3,0.4,0.7,.116,0.4,1.4,1.9,0.3
145,Seth Curry,SG,33,CHO,44,4,14.0,1.8,4.6,.392,0.9,2.5,.352,1.0,2.2,.438,.485,0.6,0.7,.903,0.4,1.1,1.5,1.0,0.5,0.1,0.5,0.9,5.1,2024,9.9,.519,.529,.152,3.2,9.0,6.1,9.6,1.7,0.9,8.8,16.7,0.1,0.4,0.5,.038,-2.6,-0.7,-3.2,-0.2
384,Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,2024,0.1,.373,.765,.235,2.0,13.0,7.3,0.0,0.0,0.0,5.1,15.8,-0.1,0.0,-0.1,-0.090,-7.7,-5.0,-12.7,-0.1
581,Shaedon Sharpe,SG,20,POR,32,25,33.1,5.5,13.6,.406,1.9,5.6,.333,3.6,7.9,.457,.475,3.1,3.7,.824,1.3,3.7,5.0,2.9,0.9,0.4,2.3,2.8,15.9,2024,11.4,.524,.415,.274,4.3,13.4,8.6,13.7,1.3,1.0,12.9,22.5,-0.2,0.6,0.4,.018,-2.0,-1.0,-2.9,-0.2
227,Shai Gilgeous-Alexander,PG,25,OKC,70,70,34.4,10.8,20.0,.540,1.3,3.5,.367,9.5,16.5,.577,.573,7.5,8.7,.871,0.9,4.7,5.6,6.3,2.1,0.9,2.2,2.5,30.4,2024,29.7,.639,.177,.433,2.9,14.8,9.1,30.2,2.9,2.5,8.5,32.8,10.1,4.0,14.1,.281,6.8,2.4,9.3,6.9
437,Shake Milton,SG,27,NYK,47,0,12.4,1.7,4.1,.405,0.4,1.4,.281,1.3,2.8,.466,.451,0.9,1.0,.816,0.3,1.3,1.6,1.3,0.4,0.1,0.7,1.1,4.6,2024,9.2,.499,.328,.251,2.8,11.5,7.3,14.4,1.6,0.9,12.5,18.7,-0.2,0.8,0.6,.050,-4.3,0.6,-3.7,-0.2
266,Shaquille Harrison,SG,30,MEM,3,0,2.0,0.3,0.7,.500,0.0,0.0,,0.3,0.7,.500,.500,0.0,0.0,,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,2024,15.8,.500,.000,.000,0.0,38.0,18.3,0.0,0.0,15.4,0.0,14.3,0.0,0.0,0.0,.088,-0.7,5.3,4.6,0.0
126,Sidy Cissoko,SF,19,SAS,6,0,5.3,0.2,1.0,.167,0.0,0.7,.000,0.2,0.3,.500,.167,0.7,0.7,1.000,0.0,1.0,1.0,0.0,0.5,0.0,0.2,0.3,1.0,2024,5.4,.387,.667,.667,0.0,20.6,10.2,0.0,4.4,0.0,11.4,11.5,-0.1,0.0,0.0,-0.010,-9.2,0.4,-8.8,-0.1
193,Simone Fontecchio,SF,28,DET,66,43,24.9,3.8,8.3,.460,2.0,5.1,.401,1.8,3.2,.551,.582,0.8,1.0,.818,1.0,2.8,3.7,1.5,0.7,0.3,1.0,1.7,10.5,2024,12.1,.600,.609,.120,4.3,12.2,8.3,8.6,1.3,1.2,10.5,16.5,1.5,0.6,2.1,.063,0.0,-0.9,-1.0,0.4
406,Skylar Mays,PG-SG,26,LAL,35,5,12.2,1.8,4.5,.399,0.5,1.5,.296,1.3,3.0,.452,.449,0.4,0.5,.765,0.3,0.9,1.2,2.4,0.6,0.1,0.6,0.7,4.4,2024,12.0,.468,.342,.108,2.5,9.1,5.7,29.2,2.3,0.8,10.8,18.6,0.1,0.3,0.4,.042,-2.1,0.0,-2.1,0.0
162,Spencer Dinwiddie,PG,30,LAL,68,51,29.0,3.5,8.9,.389,1.6,5.0,.329,1.8,3.9,.466,.482,2.3,2.9,.790,0.4,2.3,2.8,5.0,0.7,0.3,1.2,1.9,10.8,2024,11.8,.533,.563,.323,1.5,9.1,5.2,23.7,1.2,0.8,10.7,17.0,2.0,1.2,3.2,.079,-1.4,-0.6,-2.0,0.0
644,Stanley Umude,SG,24,DET,24,2,12.8,1.5,3.5,.440,1.0,2.2,.453,0.5,1.3,.419,.583,1.2,1.3,.906,0.3,1.8,2.1,0.5,0.3,0.3,0.6,1.7,5.3,2024,11.3,.647,.631,.381,2.9,15.9,9.3,4.9,1.3,1.9,12.5,15.5,0.3,0.2,0.5,.085,-1.5,-0.1,-1.6,0.0
148,Stephen Curry,PG,35,GSW,67,67,32.7,8.8,19.6,.448,4.8,12.0,.402,4.0,7.6,.520,.570,4.1,4.5,.923,0.5,3.8,4.4,5.0,0.7,0.3,2.8,1.6,26.5,2024,20.5,.614,.610,.228,1.8,12.5,7.2,23.9,1.1,0.9,11.5,31.3,4.6,1.7,6.3,.138,6.1,-1.3,4.9,3.8
469,Svi Mykhailiuk,SF,26,BOS,33,0,8.9,1.1,2.9,.371,0.8,2.4,.350,0.2,0.5,.471,.515,0.1,0.2,.571,0.2,0.8,1.1,0.7,0.3,0.0,0.3,0.4,3.2,2024,9.5,.520,.825,.072,3.1,9.9,6.6,9.6,1.7,0.0,8.3,16.1,0.1,0.3,0.4,.070,-2.4,-0.5,-2.9,-0.1
411,T.J. McConnell,PG,31,IND,64,4,18.0,4.4,8.0,.549,0.2,0.6,.378,4.2,7.4,.562,.563,0.7,0.9,.783,0.5,2.2,2.7,5.3,1.0,0.1,1.5,1.0,9.7,2024,20.1,.579,.073,.118,3.2,13.6,8.4,40.6,2.7,0.5,15.6,23.2,2.1,1.0,3.1,.129,2.3,0.2,2.5,1.3
664,T.J. Warren,SF,30,MIN,8,0,13.3,1.6,4.3,.382,0.3,1.4,.182,1.4,2.9,.478,.412,0.1,0.3,.500,0.6,1.5,2.1,0.9,0.4,0.1,0.5,1.4,3.6,2024,5.8,.416,.324,.059,5.6,12.2,9.1,9.0,1.4,0.8,10.3,16.2,-0.1,0.2,0.0,.010,-6.6,-0.2,-6.8,-0.1
220,Taj Gibson,PF,38,DET,17,1,10.4,0.5,1.5,.320,0.1,0.5,.125,0.4,1.0,.412,.340,0.1,0.1,1.000,0.6,1.2,1.8,0.5,0.2,0.4,0.3,1.7,1.1,2024,3.7,.367,.320,.080,6.3,12.7,9.5,6.3,0.8,3.2,16.2,7.5,-0.1,0.2,0.1,.029,-6.5,0.2,-6.4,-0.2
294,Talen Horton-Tucker,PG,23,UTA,46,11,19.1,3.3,8.6,.389,1.1,3.4,.323,2.3,5.2,.432,.452,1.7,2.1,.802,0.4,1.9,2.3,3.6,0.9,0.3,1.2,1.7,9.5,2024,13.4,.496,.391,.242,2.5,10.9,6.7,26.8,2.2,1.6,11.5,23.5,0.3,0.5,0.8,.042,-0.9,-0.2,-1.1,0.2
176,Tari Eason,PF,22,HOU,22,0,21.8,4.0,8.6,.466,0.8,2.3,.360,3.2,6.3,.504,.513,1.0,1.5,.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8,2024,17.1,.528,.265,.175,10.2,23.9,17.0,8.3,3.1,3.6,8.9,19.8,0.3,1.0,1.3,.130,-0.5,2.1,1.6,0.4
528,Taurean Prince,PF,29,LAL,70,49,27.8,3.3,7.5,.443,1.9,4.8,.390,1.5,2.7,.534,.567,0.7,0.9,.719,0.2,2.7,2.9,1.6,0.7,0.5,0.9,2.0,9.1,2024,8.7,.580,.635,.122,1.0,10.1,5.8,7.2,1.3,1.5,10.2,13.7,0.3,1.5,1.7,.043,-2.7,-0.2,-2.9,-0.4
277,Taylor Hendricks,PF,20,UTA,32,15,20.6,2.4,5.7,.426,1.1,3.4,.327,1.3,2.3,.575,.525,0.6,0.7,.818,1.2,3.6,4.8,0.6,0.6,0.8,0.7,2.1,6.6,2024,10.6,.545,.601,.120,6.2,19.0,12.7,4.0,1.4,3.5,9.8,13.6,0.3,0.5,0.8,.055,-2.4,-0.4,-2.9,-0.1
450,Taze Moore,SG,25,POR,3,0,3.3,1.0,1.7,.600,0.0,0.7,.000,1.0,1.0,1.000,.600,0.0,0.0,,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.7,2.0,2024,14.3,.600,.400,.000,0.0,0.0,0.0,19.4,4.9,0.0,16.7,25.6,0.0,0.0,0.0,.019,-4.6,1.7,-2.9,0.0
390,Terance Mann,SG,27,LAC,66,62,25.3,3.2,6.6,.488,1.0,2.9,.344,2.2,3.7,.600,.563,1.0,1.2,.827,1.2,2.2,3.3,1.6,0.6,0.2,0.6,1.9,8.4,2024,11.2,.592,.435,.187,5.4,9.4,7.5,8.5,1.1,0.8,7.8,13.4,2.3,0.9,3.3,.094,-1.1,-0.9,-2.0,0.0
600,Terquavion Smith,PG,21,PHI,12,0,5.8,1.3,3.3,.400,1.0,2.6,.387,0.3,0.8,.444,.550,0.2,0.3,.667,0.0,0.2,0.2,0.8,0.6,0.0,0.3,0.3,3.8,2024,18.3,.557,.775,.075,0.0,3.3,1.6,23.1,5.0,0.0,8.8,28.3,0.0,0.1,0.1,.101,3.4,0.8,4.2,0.1
557,Terry Rozier,SG-PG,29,MIA,56,55,33.8,7.3,16.6,.440,2.3,6.6,.343,5.0,9.9,.504,.509,2.9,3.3,.866,0.6,3.6,4.2,5.9,1.0,0.3,1.8,1.7,19.7,2024,16.9,.547,.399,.202,2.0,12.2,6.9,28.4,1.4,1.0,8.9,25.9,1.9,1.4,3.3,.084,1.8,-0.8,1.0,1.4
616,Terry Taylor,PF,24,CHI,30,0,5.9,0.6,1.2,.514,0.1,0.3,.222,0.6,0.9,.607,.541,0.1,0.1,.667,0.5,0.7,1.2,0.3,0.1,0.1,0.2,0.6,1.4,2024,9.3,.548,.243,.081,9.3,12.8,11.0,7.5,1.1,1.2,15.4,11.2,0.1,0.1,0.2,.057,-3.6,-0.2,-3.8,-0.1
710,Thaddeus Young,PF,35,PHO,29,6,14.0,2.2,3.6,.612,0.0,0.2,.167,2.1,3.3,.639,.617,0.2,0.5,.357,1.4,1.9,3.3,1.9,0.7,0.2,0.4,1.5,4.6,2024,16.6,.605,.058,.136,11.5,15.1,13.2,18.6,2.5,1.1,10.6,12.9,0.9,0.4,1.2,.146,0.0,0.9,0.8,0.3
14,Thanasis Antetokounmpo,PF,31,MIL,29,0,4.7,0.4,0.9,.500,0.0,0.0,.000,0.4,0.9,.520,.500,0.0,0.1,.000,0.2,0.2,0.4,0.5,0.2,0.1,0.4,0.8,0.9,2024,4.2,.484,.038,.077,4.9,4.7,4.8,12.8,1.8,2.5,30.9,12.3,-0.2,0.1,-0.1,-0.025,-7.6,0.0,-7.6,-0.2
105,Thomas Bryant,C,26,MIA,36,4,11.3,2.1,3.8,.559,0.1,0.6,.190,2.0,3.2,.626,.574,1.1,1.3,.867,1.0,2.5,3.6,0.6,0.3,0.4,0.5,1.2,5.4,2024,18.6,.626,.154,.331,10.1,25.6,17.7,8.4,1.2,3.4,9.8,18.9,0.8,0.7,1.5,.175,-0.6,0.3,-0.4,0.2
386,Théo Maledon,PG,22,PHO,17,1,12.5,1.2,4.1,.286,0.3,1.8,.167,0.9,2.4,.375,.321,0.8,0.9,.933,0.2,1.2,1.4,1.6,0.4,0.0,1.1,1.2,3.5,2024,3.2,.385,.429,.214,2.0,10.9,6.3,17.9,1.6,0.0,19.0,19.5,-0.6,0.1,-0.5,-0.119,-8.3,-2.1,-10.4,-0.5
258,Tim Hardaway Jr.,SF,31,DAL,70,10,27.5,5.2,12.9,.405,2.8,7.8,.360,2.4,5.1,.475,.514,2.0,2.3,.853,0.3,3.0,3.3,1.8,0.5,0.1,0.9,1.4,15.2,2024,12.5,.548,.607,.181,1.2,11.9,6.6,9.0,0.9,0.3,6.0,23.0,1.0,1.2,2.1,.053,-0.4,-2.3,-2.6,-0.3
265,Tobias Harris,PF,31,PHI,65,65,34.0,6.6,13.6,.486,1.2,3.6,.342,5.4,10.0,.539,.532,2.6,3.0,.878,1.1,5.3,6.3,3.1,1.0,0.6,1.4,1.6,17.2,2024,16.2,.573,.267,.221,3.4,17.6,10.3,13.7,1.5,1.6,8.4,20.7,2.7,2.3,5.1,.110,0.8,-0.2,0.6,1.4
141,Torrey Craig,SF,33,CHI,45,13,20.5,2.2,5.1,.434,1.2,3.2,.387,1.0,1.9,.512,.555,0.6,0.7,.758,1.4,2.8,4.1,1.2,0.6,0.4,0.6,2.2,6.2,2024,11.2,.573,.623,.145,7.4,15.3,11.3,7.5,1.4,2.1,10.4,12.9,0.9,0.8,1.7,.090,-1.6,-0.2,-1.8,0.1
182,Tosan Evbuomwan,SF,22,DET,14,5,19.7,1.9,4.0,.464,0.6,1.9,.346,1.2,2.1,.567,.545,0.9,1.4,.650,1.0,2.4,3.4,0.7,0.2,0.1,0.5,1.4,5.3,2024,8.2,.571,.464,.357,5.5,13.6,9.4,4.9,0.5,0.6,9.7,11.1,0.2,0.1,0.3,.047,-3.3,-1.1,-4.3,-0.2
115,Toumani Camara,PF,23,POR,70,49,24.8,2.8,6.3,.450,0.8,2.5,.337,2.0,3.8,.523,.516,1.1,1.4,.758,2.0,2.9,4.9,1.2,0.9,0.5,1.2,2.5,7.5,2024,10.6,.547,.393,.226,8.6,14.1,11.2,7.1,1.9,1.7,14.9,13.9,0.6,1.4,1.9,.053,-3.1,-0.1,-3.2,-0.5
713,Trae Young,PG,25,ATL,51,51,36.5,8.2,19.3,.426,3.3,8.9,.371,4.9,10.3,.473,.512,6.6,7.8,.856,0.4,2.3,2.7,10.8,1.4,0.2,4.3,2.1,26.4,2024,20.3,.581,.464,.403,1.2,7.2,4.1,44.3,1.8,0.5,16.0,30.7,3.9,0.6,4.5,.116,4.9,-2.3,2.6,2.2
315,Trayce Jackson-Davis,PF,23,GSW,59,7,15.5,3.3,4.7,.707,0.0,0.0,.000,3.3,4.7,.709,.707,1.0,1.8,.550,1.9,2.8,4.7,1.1,0.4,1.1,0.6,1.6,7.6,2024,22.1,.695,.004,.395,13.2,19.3,16.3,10.4,1.2,6.1,10.3,16.5,2.7,1.3,4.0,.210,1.7,1.3,3.0,1.2
337,Tre Jones,PG,24,SAS,69,40,27.1,3.8,7.3,.513,0.8,2.3,.346,3.0,5.0,.590,.567,1.4,1.6,.876,0.7,2.8,3.4,6.1,1.0,0.1,1.5,1.2,9.7,2024,14.8,.606,.315,.224,2.7,11.2,6.9,30.9,1.7,0.3,15.4,14.8,3.2,1.2,4.4,.113,-0.3,-0.2,-0.5,0.7
391,Tre Mann,PG,22,CHO,32,19,22.2,3.3,7.3,.461,1.1,2.9,.372,2.3,4.3,.522,.537,0.8,1.2,.730,0.5,3.1,3.6,3.6,1.0,0.0,1.3,1.1,8.6,2024,13.6,.556,.405,.159,2.6,16.0,9.1,23.5,2.1,0.1,14.5,17.9,0.4,0.5,1.0,.064,-1.4,0.5,-0.9,0.2
673,Trendon Watford,PF,23,BRK,55,0,11.7,2.3,4.3,.532,0.4,1.0,.396,1.9,3.3,.571,.576,1.1,1.3,.855,0.8,1.8,2.7,1.1,0.4,0.3,0.7,1.5,6.0,2024,17.3,.621,.224,.291,7.4,17.9,12.5,15.1,1.5,2.1,12.7,20.7,1.1,0.7,1.8,.135,0.0,0.6,0.6,0.4
197,Trent Forrest,SG,25,ATL,35,0,10.9,0.9,2.3,.366,0.1,0.3,.200,0.8,2.1,.389,.378,0.4,0.5,.813,0.3,1.0,1.3,2.4,0.3,0.1,0.5,0.7,2.1,2024,8.8,.421,.122,.195,2.5,10.6,6.4,27.2,1.3,0.7,16.0,11.5,0.1,0.1,0.2,.030,-3.8,-0.6,-4.4,-0.2
531,Trevelin Queen,SG,26,ORL,13,0,12.5,1.1,2.9,.368,0.2,1.3,.176,0.8,1.6,.524,.408,0.7,0.9,.750,0.2,1.2,1.5,1.4,0.5,0.4,0.5,1.2,3.1,2024,8.3,.462,.447,.316,2.1,11.6,6.8,14.7,2.1,2.8,13.9,13.5,-0.1,0.3,0.2,.056,-4.7,1.4,-3.4,-0.1
320,Trey Jemison,C,24,MEM,18,7,19.4,2.7,4.6,.590,0.0,0.0,,2.7,4.6,.590,.590,0.8,0.9,.824,2.1,2.1,4.2,0.9,0.4,0.9,1.2,2.7,6.2,2024,12.0,.619,.000,.205,11.5,12.3,11.9,7.0,1.0,4.2,19.6,13.8,0.2,0.4,0.6,.080,-5.0,-0.6,-5.6,-0.3
385,Trey Lyles,PF,28,SAC,49,0,19.8,2.4,5.3,.450,1.4,3.7,.383,1.0,1.7,.598,.582,0.9,1.3,.698,1.0,3.4,4.4,1.1,0.3,0.3,0.6,1.6,7.1,2024,11.6,.602,.687,.240,5.5,20.0,12.5,7.3,0.6,1.3,9.7,14.2,1.1,0.8,1.9,.093,-0.7,-1.0,-1.7,0.1
460,Trey Murphy III,SF,23,NOP,48,15,28.2,4.6,10.7,.435,2.8,7.7,.370,1.8,3.0,.600,.567,1.9,2.4,.786,0.7,4.0,4.6,2.1,0.8,0.5,0.5,1.2,14.0,2024,15.8,.597,.717,.228,2.7,15.3,9.1,10.1,1.4,1.9,4.4,18.9,2.4,1.7,4.1,.147,2.2,0.0,2.2,1.4
627,Tristan Thompson,C,32,CLE,44,0,11.9,1.6,2.5,.636,0.0,0.0,.000,1.6,2.5,.642,.636,0.3,1.1,.300,1.6,2.2,3.8,1.1,0.3,0.3,0.7,1.3,3.5,2024,14.3,.587,.009,.455,15.1,20.2,17.7,13.1,1.1,2.4,18.0,13.6,0.7,0.8,1.4,.132,-1.9,1.0,-0.8,0.2
652,Tristan Vukcevic,C,20,WAS,4,0,4.8,0.5,1.8,.286,0.5,1.3,.400,0.0,0.5,.000,.429,0.0,0.0,,0.0,1.8,1.8,0.0,0.3,0.3,0.5,0.8,1.5,2024,3.6,.429,.714,.000,0.0,40.5,19.7,0.0,2.5,4.3,22.2,19.9,-0.1,0.0,-0.1,-0.128,-9.8,0.6,-9.2,0.0
101,Troy Brown Jr.,SF,24,DET,51,7,12.4,1.4,3.5,.392,0.8,2.4,.342,0.6,1.2,.492,.506,0.5,0.6,.848,0.4,1.8,2.2,1.0,0.2,0.0,0.5,0.7,4.1,2024,9.3,.540,.663,.182,3.5,16.0,9.9,10.5,0.9,0.3,11.7,15.3,0.1,0.7,0.8,.064,-1.8,0.0,-1.8,0.0
323,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,2024,7.6,.500,.250,.000,7.6,0.0,3.7,27.4,0.0,0.0,20.0,14.7,0.0,0.0,0.0,.044,-4.1,-0.7,-4.8,0.0
668,TyTy Washington Jr.,PG,22,MIL,5,0,4.2,0.2,1.4,.143,0.2,0.6,.333,0.0,0.8,.000,.214,0.0,0.0,,0.0,0.2,0.2,0.2,0.4,0.0,0.4,0.0,0.6,2024,-3.2,.214,.429,.000,0.0,5.1,2.6,5.6,4.6,0.0,22.2,18.4,-0.1,0.0,-0.1,-0.242,-12.4,-0.7,-13.1,-0.1
278,Tyler Herro,SG,24,MIA,36,36,33.6,7.9,18.0,.437,3.3,8.1,.399,4.6,9.9,.468,.527,1.8,2.2,.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8,2024,15.4,.549,.452,.122,1.7,16.4,8.9,22.0,1.2,0.2,10.1,28.0,0.0,1.4,1.4,.057,1.5,-0.7,0.8,0.8
256,Tyrese Haliburton,PG,23,IND,62,61,32.2,7.3,15.4,.476,2.8,7.7,.365,4.5,7.7,.587,.568,2.8,3.3,.857,0.5,3.4,4.0,11.0,1.2,0.7,2.3,1.1,20.3,2024,23.3,.602,.502,.213,1.9,12.0,6.9,45.9,1.7,1.6,12.2,24.9,6.7,1.3,8.0,.191,7.2,-0.5,6.7,4.4
